name,neighbourhood_cleansed,room_type,price,review_scores_rating,price_log
Nice room in a super nice apartment,Williamsburg,Private room,55,100,4.007
Nice 1 BR Apartment at Central Park,East Harlem,Entire home/apt,155,100,5.043
Spacious one bedroom with en-suite,Clinton Hill,Private room,80,100,4.382
Beautiful Large Private 1 Bd w/ Mediation Space,Flatbush,Entire home/apt,85,100,4.443
Private bedroom w/ roofdeck NO CLEANING FEE,East Village,Private room,99,100,4.595
Book Now & Save: Spend October in New York City!,Astoria,Private room,59,100,4.078
"Penthouse Apt w/private roofdeck, NO cleaning fee",East Village,Entire home/apt,298,100,5.697
Large bedroom in Astoria/LIC area,Long Island City,Private room,55,100,4.007
Prime Williamsburg Location,Williamsburg,Entire home/apt,125,100,4.828
"Private Room, Bath & Terrace on UWS",Upper West Side,Private room,129,100,4.860
"1BR with Roof, Balcony, best 'hood!",Greenpoint,Entire home/apt,165,100,5.106
"Large room, cozy, 15min Manhattan",Clinton Hill,Private room,50,100,3.912
Cozy apt in lively Carroll Gardens,Carroll Gardens,Entire home/apt,150,100,5.011
Private Room in Very Convenient Location,Harlem,Private room,65,100,4.174
Room for rent shared bathroom,Bedford-Stuyvesant,Private room,50,100,3.912
*SKYTRAIN* Studio Loft Apartment - Great Space!,Upper West Side,Entire home/apt,120,100,4.787
*TERRA GARDEN* 1 Bedroom Garden Apartment,Upper West Side,Entire home/apt,115,100,4.745
Great for a family of 4!,Washington Heights,Entire home/apt,120,100,4.787
"Perfect for Cat, Book, Park Lovers!",Flatbush,Entire home/apt,90,100,4.500
Private Room in large 2 bedroom apt,Forest Hills,Private room,75,100,4.317
A Perfect Midtown Studio (24/hr Doorman),Midtown,Entire home/apt,190,100,5.247
Cozy Gem in Harlem Close to ALL!,East Harlem,Entire home/apt,130,100,4.868
Spanish Harlem with terrace.,East Harlem,Private room,80,100,4.382
3BR Gramercy Apt in heart of NYC,Kips Bay,Entire home/apt,300,100,5.704
"Discount! Mins to SOHO -Cozy, Good Sized Bedroom",Lower East Side,Private room,150,100,5.011
Tranquility On Riverside,Harlem,Private room,77,100,4.344
Lovely & quiet parkside home 20min from Manhattan,Bushwick,Private room,50,100,3.912
Big 1 Bedroom Brooklyn Ditmas Park,Flatbush,Private room,60,100,4.094
"Beautiful Cute Studio, Fort Greene",Fort Greene,Entire home/apt,140,100,4.942
1 Bedroom in Prime Williamsburg,Williamsburg,Entire home/apt,145,100,4.977
Huge Loft - Heart of Williamsburg,Williamsburg,Entire home/apt,375,100,5.927
The Most Efficient Efficiency Ever,Williamsburg,Entire home/apt,110,100,4.700
Beautiful apartment in awesome Clinton Hill!,Bedford-Stuyvesant,Entire home/apt,100,100,4.605
Manhattan at its best! Trendy area,Harlem,Private room,70,100,4.248
Perfect UES; steps from Park Ave,Upper East Side,Entire home/apt,195,100,5.273
Must Love Dogs / Bushwick Brooklyn,Bushwick,Private room,125,100,4.828
Sunny studio in the Upper East Side,Upper East Side,Entire home/apt,95,100,4.554
15 min walk to Prospect Park!,Prospect-Lefferts Gardens,Private room,30,100,3.401
Near Columbia University,Morningside Heights,Private room,80,100,4.382
Studio with East River View,East Harlem,Entire home/apt,99,100,4.595
Charming UWS 1-bedroom w/loft,Upper West Side,Entire home/apt,165,100,5.106
Charming Brooklyn Brownstone,Clinton Hill,Private room,100,100,4.605
"Entire Apartment in Crown Heights, Brooklyn",Crown Heights,Entire home/apt,70,100,4.248
Furnished room in Astoria apartment,Astoria,Private room,10000,100,9.210
Luxury Apt 10mins Manhattan,Long Island City,Entire home/apt,149,100,5.004
Cozy & Zen Manhattan Soho Studio,SoHo,Entire home/apt,170,100,5.136
Easy Convenient Lovely Room - Female Only,Upper East Side,Private room,72,100,4.277
Warm Cozy Manhattan Studio,Midtown,Entire home/apt,177,100,5.176
Chelsea Square Apartment,Chelsea,Entire home/apt,350,100,5.858
Four stops to Manhattan!,Crown Heights,Private room,65,100,4.174
Upper East Side - 1 Bedroom Queen,Upper East Side,Shared room,130,100,4.868
Gorgeous Garden Apt Steps To Park,Prospect-Lefferts Gardens,Entire home/apt,110,100,4.700
Relaxing bedroom in 6br apartment,Bushwick,Private room,35,100,3.555
W.B. Spacious Contemporary Living 3,Bushwick,Private room,75,100,4.317
Cozy Bedroom in Renovated Harlem Apartment,Harlem,Private room,52,100,3.951
Giant Sunny East Williamsburg LOFT!,Williamsburg,Entire home/apt,160,100,5.075
Beautiful convenient Brooklyn loft,Williamsburg,Entire home/apt,100,100,4.605
Private room in sunny apt.,Williamsburg,Private room,95,100,4.554
Mid Century Beauty In East Village,East Village,Entire home/apt,250,100,5.521
Nice and Cozy Room,East Village,Private room,99,100,4.595
♡Private Rm/Women's Safe Art Home♡,Bedford-Stuyvesant,Private room,99,100,4.595
Loft rental off of Graham!,Williamsburg,Entire home/apt,220,100,5.394
LG Bright Apartment,Morningside Heights,Private room,45,100,3.807
Charming One Bedroom in UES!,Upper East Side,Private room,150,100,5.011
Near Central Park & Grand Central,Midtown,Private room,105,100,4.654
Best Location near Columbia U,Morningside Heights,Private room,50,100,3.912
Sunny - Large Two Bedroom,Upper East Side,Entire home/apt,222,100,5.403
LIGHTFILLED ONE BEDROOM LOFT,Bedford-Stuyvesant,Entire home/apt,120,100,4.787
"Custom Designed Cozy Garden Apt,",Canarsie,Entire home/apt,600,100,6.397
Beautiful Private Room,East New York,Private room,34,100,3.526
Sublet entire apt in Brooklyn,Brooklyn Heights,Entire home/apt,130,100,4.868
Our beautiful apt in Fort Greene,Fort Greene,Entire home/apt,205,100,5.323
Prime West Village w/Outdoor Patio,West Village,Entire home/apt,149,100,5.004
Beautiful Brooklyn Brownstone,Bedford-Stuyvesant,Private room,100,100,4.605
Airy Living Room | 15 min. to GC,Sunnyside,Shared room,50,100,3.912
NO FEE RENTAL *Lease Takeover Modern Apt Downtown,Financial District,Entire home/apt,210,100,5.347
1 bdr in the heart of Harlem,Harlem,Private room,135,100,4.905
Large 1Br Apt + Balcony in LES!,Lower East Side,Entire home/apt,240,100,5.481
Clean & Cozy- Private Room by Park and Subway!,Flatbush,Private room,48,100,3.871
NOVEMBER SALE BROWNSTONE DUPLEX HUGE 1 BEDROOM,Bedford-Stuyvesant,Entire home/apt,90,100,4.500
Amazing room in uptown Manhattan,Washington Heights,Private room,85,100,4.443
Comfy room close to Columbia,Morningside Heights,Private room,70,100,4.248
Sunny Private Bedroom in a European House,Long Island City,Private room,60,100,4.094
"Elegant 1BR, Private Bath in Brownstone",Park Slope,Private room,139,100,4.934
park slope duplex with yard,Park Slope,Private room,200,100,5.298
Sunny 1BR on UES.,Upper East Side,Entire home/apt,153,100,5.030
Bright spacious 1BR w high ceilings,Upper West Side,Entire home/apt,125,100,4.828
2BR apt. in converted church with large terrace,Cobble Hill,Entire home/apt,285,100,5.652
Couch or space in shared apartment,East Village,Shared room,100,100,4.605
NYC Chauncey 2 .20 min to manhattan,Bedford-Stuyvesant,Private room,50,100,3.912
Quiet Bushwick Bedroom,Bushwick,Private room,35,100,3.555
NYC.ANGUS1    20.min to manhattan.,Brownsville,Entire home/apt,50,100,3.912
Gigantic Private Brooklyn Apartment,Greenpoint,Entire home/apt,115,100,4.745
Alexander's 2BR Luxury Quarters,Bedford-Stuyvesant,Entire home/apt,180,100,5.193
"Near LGA, Citifield, US Open Tennis",East Elmhurst,Private room,60,100,4.094
Bright Private Bedroom in Bustling  Brooklyn,Bedford-Stuyvesant,Private room,50,100,3.912
Private room in the best part of BK,Crown Heights,Private room,48,100,3.871
1 BR apartment sublet.,Harlem,Entire home/apt,80,100,4.382
2 block walk from the beach in NYC,Arverne,Entire home/apt,250,100,5.521
Williamsburg family home -3 bedroom,Williamsburg,Entire home/apt,499,100,6.213
Patio Oasis in Upper East Side,Upper East Side,Entire home/apt,159,100,5.069
Adorable One-Bed in Williamsburg!,Williamsburg,Entire home/apt,140,100,4.942
"Loft Space for Events, Meetings & Shoots",Flatiron District,Entire home/apt,850,100,6.745
Lrg room 1 block from Prospect Park,Flatbush,Private room,38,100,3.638
Wonderful artists' loft in Brooklyn,Crown Heights,Entire home/apt,289,100,5.666
Columbus Ave Apt 1 block from Park,Upper West Side,Entire home/apt,245,100,5.501
3BR/1 Ba in TriBeCa w/ outdoor deck,Tribeca,Entire home/apt,500,100,6.215
"Welcoming, Clean, Cheap on St Marks",East Village,Private room,130,100,4.868
Spare room in Williamsburg,Williamsburg,Private room,80,100,4.382
Best Location near Columbia U,Morningside Heights,Private room,50,100,3.912
Big Studio-One Stop from Midtown,Long Island City,Entire home/apt,155,100,5.043
585 sf Luxury Studio,Upper West Side,Entire home/apt,400,100,5.991
Large PB w/ Half Bath in Astoria,Astoria,Private room,27,100,3.296
Charming private room,Washington Heights,Private room,60,100,4.094
HUGE Entire Flr. Private Entry/Bath,Williamsburg,Private room,103,100,4.635
"Clean, quiet Upper East Side apt .",Upper East Side,Entire home/apt,155,100,5.043
Large room in Prospect Park,Flatbush,Private room,80,100,4.382
Lovely Light-Filled Room,East Village,Private room,80,100,4.382
"Spacious Loft in NYC, close to all",Williamsburg,Private room,85,100,4.443
"2 brm, fully equip  bth/rm, kitchen, 2nd fl walkup",Springfield Gardens,Entire home/apt,150,100,5.011
WALk 2MOMACENTRAL PARK 1bedroomliving roomQtrain,Upper East Side,Entire home/apt,250,100,5.521
"Charming, bright and airy studio",Brooklyn Heights,Entire home/apt,125,100,4.828
Midtown Manhattan Hideout,Midtown,Private room,150,100,5.011
Duplex w/Backyard in Fort Greene,Fort Greene,Entire home/apt,205,100,5.323
Sunny room w/ Private Bath&Balcony!,Greenpoint,Private room,140,100,4.942
One-month SUBLET - bright big room,Bushwick,Private room,80,100,4.382
Central Soho Apartment,SoHo,Entire home/apt,150,100,5.011
Modern One Bedroom in Kips Bay (4),Kips Bay,Entire home/apt,195,100,5.273
1 Room in Spacious East Village Apt,East Village,Private room,57,100,4.043
1 BEDROOM PENTHOUSE W AMAZING VIEWS,Long Island City,Entire home/apt,125,100,4.828
Fabulous Apartment with Soaking Tub,Upper East Side,Entire home/apt,120,100,4.787
Private Bedroom in Shared Apartment,Flatbush,Private room,75,100,4.317
Bushwick Artist's Bedroom,Bushwick,Private room,60,100,4.094
Exposed Brick Large Soho Nolita Apt,Chinatown,Private room,89,100,4.489
1 BR UPPER EAST SIDE,Upper East Side,Entire home/apt,243,100,5.493
Top floor apartment weside Harlem,Harlem,Private room,90,100,4.500
"Cozy room in Bushwick, Dekalb L train, Backyard!",Bushwick,Private room,50,100,3.912
Room in Heart of East Village!,East Village,Private room,115,100,4.745
"1Bdr Artist Apt. (L,M,J,Z trains)",Bushwick,Entire home/apt,129,100,4.860
Mod Glamor in Bed-Stuy Garden Flat,Bedford-Stuyvesant,Entire home/apt,250,100,5.521
Studio with Outdoor Space,Bedford-Stuyvesant,Entire home/apt,120,100,4.787
"Bilevel Penthouse: Park, City Views",Greenpoint,Entire home/apt,272,100,5.606
Lovely private room with half bath,Park Slope,Private room,100,100,4.605
"Spacious bright 2-bed duplex in Bed-Stuy, Brooklyn",Clinton Hill,Entire home/apt,170,100,5.136
1BR Greenwich Village Apt. NYC,Greenwich Village,Entire home/apt,175,100,5.165
Bushwick Beauty,Bushwick,Private room,85,100,4.443
Comfy Alcove Studio,East Village,Entire home/apt,150,100,5.011
Large Sunny Private Room,Civic Center,Private room,100,100,4.605
Renovated W. Village 2 bed 2 bath,West Village,Entire home/apt,350,100,5.858
Chic room in big apt near Columbia Medical Center,Washington Heights,Private room,80,100,4.382
Charming Windsor Terrace Home,Windsor Terrace,Entire home/apt,267,100,5.587
Private Cozy Bedroom,Kingsbridge,Private room,75,100,4.317
Riverside Park One Bedroom w/ King,Upper West Side,Entire home/apt,200,100,5.298
Lovely Room in Wonderful Apartment,Bedford-Stuyvesant,Private room,55,100,4.007
One of a kind big home in Queens,Jamaica Estates,Entire home/apt,398,100,5.986
"Cozy Room, Heart of East Village",East Village,Private room,80,100,4.382
"Bedroom #4, Basement level, Park, express Q train",Flatbush,Private room,50,100,3.912
Cute and Cozy in South Slope/Gowanus Brooklyn,Gowanus,Private room,80,100,4.382
"Flatiron Studio Loft, Elevator Bldg",Flatiron District,Entire home/apt,299,100,5.700
Apartment on Riverside,Harlem,Entire home/apt,125,100,4.828
1BR in large apt on Lower East Side,Lower East Side,Private room,250,100,5.521
Beautiful duplex studio with 2 queen beds,Greenpoint,Entire home/apt,129,100,4.860
Central Park Studio,Upper East Side,Entire home/apt,190,100,5.247
Perfect Downtown Location in Nolita,Nolita,Private room,90,100,4.500
Roosevelt Island Charm,Roosevelt Island,Private room,83,100,4.419
1st Floor 3 Bedroom Apt Midtown NYC,Midtown,Entire home/apt,450,100,6.109
Cozy apartment near Central Park!,East Harlem,Entire home/apt,102,100,4.625
"Stuyvesant, East Village",East Village,Entire home/apt,225,100,5.416
53rd & 3rd Midtown Manhattan,Midtown,Entire home/apt,149,100,5.004
Adorable One Bedroom in Greenpoint,Greenpoint,Entire home/apt,120,100,4.787
Tranquil haven in bubbly Brooklyn,Windsor Terrace,Entire home/apt,143,100,4.963
Luxury Apt in Prime Location,Kips Bay,Private room,120,100,4.787
1 private bedroom in cool BK hood!!,Crown Heights,Private room,44,100,3.784
"Discount! Mins to SOHO -Queen bed, spacious",Lower East Side,Private room,150,100,5.011
Stunning studio on Wall street,Financial District,Entire home/apt,160,100,5.075
Private BR in ABC,East Village,Private room,110,100,4.700
NYC Brooklyn Rooftop Full Apartment,Crown Heights,Entire home/apt,125,100,4.828
"Charming , sweet , and cozy Manhattan apartment.",Upper East Side,Entire home/apt,270,100,5.598
A Spacious & Homelike Brooklyn Stay,Canarsie,Entire home/apt,125,100,4.828
Cute apartment in Upper West Side,Upper West Side,Entire home/apt,145,100,4.977
Bright & airy 2BR penthouse apt,South Slope,Entire home/apt,190,100,5.247
Great place in Chelsea/West Village,West Village,Entire home/apt,250,100,5.521
Large Room in Upper Manhattan,Washington Heights,Private room,45,100,3.807
Beautiful Spacious private studio,Bushwick,Entire home/apt,200,100,5.298
Huge Upper West Side Apartment - 3 rooms,Upper West Side,Entire home/apt,187,100,5.231
1BR Perfect Williamsburg Location,Williamsburg,Private room,90,100,4.500
Cozy Couch In Great Space Perfect For Backpackers,Bedford-Stuyvesant,Shared room,30,100,3.401
Charming Park Slope Studio,Park Slope,Entire home/apt,100,100,4.605
Sunny & Clean Apt  ideal location E.Williamsburg!,Williamsburg,Entire home/apt,90,100,4.500
Private sunny room in Bushwick,Bushwick,Private room,100,100,4.605
King size Bed/room in 2 Bed Apt in E.Williamsburg,Williamsburg,Private room,85,100,4.443
Large room,Ridgewood,Private room,69,100,4.234
Beautiful room. Private bathroom.,Bushwick,Private room,43,100,3.761
30 Minutes to Manhattan / Sleeps 7,Bensonhurst,Entire home/apt,145,100,4.977
Sunny private room close to all,Sunset Park,Private room,65,100,4.174
Big room overlooking Prospect Park!,Prospect-Lefferts Gardens,Private room,45,100,3.807
Ifa Rental,Jamaica,Entire home/apt,130,100,4.868
Finally! A room with amazing vibes!,Washington Heights,Private room,90,100,4.500
Cheap NYC APT! 20 Day Stay!,Washington Heights,Private room,45,100,3.807
Soho Loft,SoHo,Entire home/apt,200,100,5.298
Sunny 2BR in Heart of Fort Greene,Fort Greene,Entire home/apt,149,100,5.004
Room steps away from LaGuardia airport,East Elmhurst,Private room,45,100,3.807
East Williamsburg Artist Retreat,Williamsburg,Private room,60,100,4.094
Sunny East Village Bedroom,East Village,Private room,100,100,4.605
Williamsburg 2 BR Apt w View of NYC,Williamsburg,Private room,125,100,4.828
Great 1 bdr in a 1 bedroom apartment. Great deal!,Astoria,Entire home/apt,70,100,4.248
Private bedroom in Bushwick BK,Bushwick,Private room,50,100,3.912
"Beautiful, modern SoHo/TriBeCa apt",Civic Center,Entire home/apt,169,100,5.130
Cozy Home in Brooklyn Brownstone,Bedford-Stuyvesant,Entire home/apt,110,100,4.700
"Cozy Room In Clinton Hill, BK",Clinton Hill,Private room,40,100,3.689
Bohemian & Chic Apartment.,Bushwick,Private room,75,100,4.317
"Bright Room in Creative Brooklyn Neighborhood, JMZ",Bedford-Stuyvesant,Private room,65,100,4.174
Private room in Astoria Broadway st,Astoria,Private room,85,100,4.443
Modern Apartment in a Historic Home,Bedford-Stuyvesant,Entire home/apt,97,100,4.575
LES Bowery FULL 1 BDRM APARTMENT,Chinatown,Entire home/apt,110,100,4.700
"Sunny, beautiful and spacious room in Midtown",Kips Bay,Private room,120,100,4.787
1 Bedroom w/Jacuzzi in Private Home,Forest Hills,Private room,109,100,4.691
BROOKLYN WILLIAMSBURG LOFT,Williamsburg,Entire home/apt,300,100,5.704
Quiet 1-BR in SoHo; Private Rooftop,SoHo,Entire home/apt,159,100,5.069
Sunny bedroom in the heart of LES,Lower East Side,Private room,75,100,4.317
"Spacious, Clean , Close to Local Transportation",Castleton Corners,Private room,45,100,3.807
Cozy LARGE NYC Bedroom w/homeoffice,Bayside,Private room,99,100,4.595
Cozy private room in Manhattan,Upper West Side,Private room,95,100,4.554
Clinton Hill Apartment,Clinton Hill,Private room,65,100,4.174
Full bed/air-conditioned/secluded,Washington Heights,Private room,38,100,3.638
"Bottom half of duplex, Williamsburg",Williamsburg,Private room,95,100,4.554
Sunny and Airy near Manhattan,Bedford-Stuyvesant,Entire home/apt,125,100,4.828
Huge Room in Prime Williamsburg,Williamsburg,Private room,150,100,5.011
Dov & Naomi's Beautiful Apt.,Kensington,Entire home/apt,115,100,4.745
Forrest and Bogart,Bushwick,Private room,100,100,4.605
LOVE Central Park Room Private Bath,Upper West Side,Private room,99,100,4.595
Sunny East Village Nest,East Village,Entire home/apt,148,100,4.997
Modern and spacious in Bed Stuy,Bedford-Stuyvesant,Entire home/apt,150,100,5.011
Bright Modern Apartment in Chelsea,Chelsea,Entire home/apt,599,100,6.395
Upper West Side Family Escape,Upper West Side,Entire home/apt,165,100,5.106
"Beautiful, spacious 1 bedroom in BK",Kensington,Entire home/apt,95,100,4.554
2 BEDROOM APT IN MANHATTAN midtown SLEEPS 5 GUESTS,Hell's Kitchen,Private room,250,100,5.521
"Lux, UES,  3Beds, Family Apt",Upper East Side,Entire home/apt,700,100,6.551
Sunny Room Minutes From Midtown,Astoria,Private room,67,100,4.205
Private Room in Gorgeous Apartment,Bedford-Stuyvesant,Private room,66,100,4.190
New/spacious 2 bedrooom 1.5 bath!,Washington Heights,Entire home/apt,165,100,5.106
"Stellar Duplex Home w/Garden,HotTub",Gowanus,Entire home/apt,450,100,6.109
Convienent 1-bedroom near Columbia,Morningside Heights,Entire home/apt,120,100,4.787
Park slope brownstone-ish,Park Slope,Private room,65,100,4.174
Cozy Room in the Heart of Brooklyn!,Crown Heights,Private room,55,100,4.007
"private room, cute&cozy apartment",Astoria,Private room,85,100,4.443
Comfortable Bedroom,Bushwick,Private room,35,100,3.555
Cute 1br in Williamsburg,Williamsburg,Entire home/apt,110,100,4.700
Private Room with Twin bed and Pullover bed...,East Elmhurst,Private room,45,100,3.807
Luxury 2200sf Two Bedroom Loft w/ Private Elevator,Chelsea,Entire home/apt,500,100,6.215
Private RM in Heart of East Village,East Village,Private room,99,100,4.595
Stylish King Bed w/ PRIVATE BATH: BUSHWICK L Train,Ridgewood,Private room,64,100,4.159
Spacious Williamsburg Loft Studio,Williamsburg,Entire home/apt,168,100,5.124
Nice Carroll Gardens 2BR by F Train,Carroll Gardens,Entire home/apt,200,100,5.298
"Big home, 3 floors, good 4 families - 2,800 sqft",Harlem,Entire home/apt,355,100,5.872
SOHO/W. VILLAGE - Amazing Location,Greenwich Village,Entire home/apt,125,100,4.828
"Charming, Central Park Studio Apt",Upper West Side,Entire home/apt,190,100,5.247
Sunny central Wmsburg Apartment,Williamsburg,Entire home/apt,99,100,4.595
The Heart of the Lower East Side!,Lower East Side,Entire home/apt,180,100,5.193
"Lovely 2 Bdrm. Trains, Parks, Food!",Inwood,Entire home/apt,145,100,4.977
sunny + comfy bedroom in greenpoint,Greenpoint,Private room,55,100,4.007
Quaint Room with street view,Bedford-Stuyvesant,Private room,65,100,4.174
"Private Apt & Patio (spacious, stocked and bright)",Crown Heights,Entire home/apt,130,100,4.868
Upper West Side Rm by Central Park!,Upper West Side,Private room,68,100,4.220
midtown apartment,Midtown,Entire home/apt,167,100,5.118
Unique Artist Loft in Soho,SoHo,Entire home/apt,375,100,5.927
Midtown East penthouse studio,Murray Hill,Entire home/apt,180,100,5.193
Chic Studio Apartment in Bed Stuy,Bedford-Stuyvesant,Entire home/apt,98,100,4.585
"Queen Bed, Quiet Room, Prime Williamsburg!",Williamsburg,Private room,90,100,4.500
Waterfront in Williamsburg,Williamsburg,Private room,100,100,4.605
Peaceful Room in Dumbo Art Loft,DUMBO,Private room,125,100,4.828
HUGE 1BD! 5 min to MNHTN!,Fort Greene,Entire home/apt,150,100,5.011
Charming Cozy Brooklyn 1BR,Crown Heights,Entire home/apt,95,100,4.554
Sunny Studio Next to Central Park,Upper West Side,Entire home/apt,130,100,4.868
Enjoy a few days in Greenpoint,Greenpoint,Entire home/apt,130,100,4.868
Sunny room in GPoint/Williamsburg,Greenpoint,Private room,140,100,4.942
Putnam Gardens -Brooklyn Brownstone,Bedford-Stuyvesant,Entire home/apt,125,100,4.828
Beautiful West Village Apartment,West Village,Entire home/apt,165,100,5.106
Cozy + Quiet Private Bedroom in Prime Bushwick!,Bushwick,Private room,90,100,4.500
Wonderful Inwood,Inwood,Entire home/apt,175,100,5.165
Comfortable Room + Private Bathroom,Upper West Side,Private room,65,100,4.174
"Sunny, Spacious Room- Heart of Williamsburg!",Williamsburg,Private room,66,100,4.190
The Heart of Fort Greene 2bedrooms,Fort Greene,Entire home/apt,225,100,5.416
Perfect Rental Near Prospect Park!,Crown Heights,Private room,45,100,3.807
Beautiful Furnished Master Bedroom,Fresh Meadows,Private room,70,100,4.248
Quaint&Cozy 1BR-Gem in East Village,East Village,Private room,90,100,4.500
Room in classic Harlem brownstone,Harlem,Private room,125,100,4.828
Red Hook Loading Dock Loft,Red Hook,Entire home/apt,450,100,6.109
Bed-Stuy BKNY FREEWasher/Dryer,Bedford-Stuyvesant,Private room,50,100,3.912
Lovely 1 Bdrm Boerum Hill Apt,Boerum Hill,Entire home/apt,124,100,4.820
# sunny skylit sanctuary in the heart of BK! #,Bedford-Stuyvesant,Private room,29,100,3.367
"Williamsburg, Brooklyn Artist Loft",Williamsburg,Entire home/apt,86,100,4.454
"Sunny Upper East Side Apt, Balcony",Upper East Side,Private room,86,100,4.454
2BR/2BA luxury condo in W'Burg,Williamsburg,Entire home/apt,299,100,5.700
Modest and Cute Room in Bushwick Brooklyn!,Bushwick,Private room,36,100,3.584
Private Bedroom in Bushwick,Bushwick,Private room,100,100,4.605
Charming Studio on Orchard Street !,Lower East Side,Entire home/apt,110,100,4.700
"Brooklyn Alcove, Convenient Locale!",Bedford-Stuyvesant,Private room,39,100,3.664
All Nations Home II-PVT br Queenbed,Fort Hamilton,Private room,55,100,4.007
All Nations Home II - pvt br. 2 twin beds,Fort Hamilton,Private room,55,100,4.007
Brooklyn loft with huge livingroom,Bedford-Stuyvesant,Private room,60,100,4.094
Gorgeous 1br City View Penthouse,South Slope,Entire home/apt,295,100,5.687
NYC Excitement Meets Quiet and Comfort!,Harlem,Private room,47,100,3.850
West Harlem Apartment,Harlem,Entire home/apt,500,100,6.215
Large Sunny Room in Williamsburg!,Williamsburg,Private room,63,100,4.143
Lovely sun-filled Brownstone!,Park Slope,Entire home/apt,170,100,5.136
"Lovely Williamsburg, BK apartment",Williamsburg,Entire home/apt,200,100,5.298
CLEAN AND COZY UES,East Harlem,Private room,70,100,4.248
"2 Bedroom, UES",Upper East Side,Entire home/apt,120,100,4.787
Nice and Perfect Location Studio,Morningside Heights,Entire home/apt,75,100,4.317
Perfect family getaway!,Bushwick,Entire home/apt,195,100,5.273
Brooklyn Sanctuary 1 block to train,Bedford-Stuyvesant,Entire home/apt,90,100,4.500
Modern 19th C West Village Charmer,West Village,Entire home/apt,233,100,5.451
Spacious & Bright Artist Retreat,Washington Heights,Entire home/apt,115,100,4.745
Gorgeous Studio by Mt. Sinai & CP - 30 Days Min,East Harlem,Entire home/apt,69,100,4.234
Spacious sunny room in Clinton Hill,Clinton Hill,Private room,65,100,4.174
Cozy Studio Duplex,East New York,Entire home/apt,90,100,4.500
Inviting Private Room in NYC.,Harlem,Private room,65,100,4.174
East Village Duplex Private Yard,East Village,Private room,139,100,4.934
Charming 2BR apartment in Brooklyn,Bushwick,Entire home/apt,210,100,5.347
Beautiful Studio in Bed Stuy,Williamsburg,Entire home/apt,66,100,4.190
Charming apt on UWS 8/3-8/7,Upper West Side,Entire home/apt,200,100,5.298
Amazing LES Manhattan Apt in LES,Lower East Side,Entire home/apt,175,100,5.165
Cozy Townhouse with Private Deck,Maspeth,Entire home/apt,96,100,4.564
Sunny Lower E. Side Ap. near BDFMJZ,Chinatown,Private room,100,100,4.605
Master bedroom in artsy Bushwick,Bushwick,Private room,44,100,3.784
Prime Park Slope  Family Home,Park Slope,Entire home/apt,175,100,5.165
Country House in the City,Carroll Gardens,Entire home/apt,600,100,6.397
~Room for Guest in Stunning BK Apt~,Bedford-Stuyvesant,Private room,32,100,3.466
Cool room Manhattan - Sleeps up to 3 guests,Hell's Kitchen,Private room,98,100,4.585
1BR @ East Village - better than a luxury hotel,East Village,Entire home/apt,229,100,5.434
Super Charming West Village Place,West Village,Entire home/apt,175,100,5.165
Cozy Walk-up Apt in the Historic Lower East Side.,Chinatown,Entire home/apt,120,100,4.787
Studio in the Heart of Greenwich!!!,Greenwich Village,Entire home/apt,140,100,4.942
No better location in Williamsburg!,Williamsburg,Private room,84,100,4.431
1 Bedroom Apartment in Nolita/ Soho,Nolita,Entire home/apt,80,100,4.382
Beautiful Place near Manhattan,Bedford-Stuyvesant,Private room,45,100,3.807
Spacious Brownstone Getaway,Bedford-Stuyvesant,Entire home/apt,115,100,4.745
Studio apt. Central Park West,Upper West Side,Private room,80,100,4.382
Bright & cozy room in Brooklyn!,Bedford-Stuyvesant,Private room,40,100,3.689
Large Room in Bushwick Near Trains!,Bedford-Stuyvesant,Private room,38,100,3.638
Beautiful classic NYC studio,Upper East Side,Entire home/apt,120,100,4.787
Sunset Park Sublet,Sunset Park,Private room,70,100,4.248
MorningsideHeights/Columbia Studio,Morningside Heights,Entire home/apt,140,100,4.942
"Spacious Room in Creative Neighborhood, JMZ line",Bushwick,Private room,66,100,4.190
Olivier,Upper West Side,Entire home/apt,200,100,5.298
Park Slope sweet cozy home! Wifi!,Park Slope,Private room,89,100,4.489
177st. Manhattan,Washington Heights,Private room,250,100,5.521
"South Slope Sunny 2 Bedroom, 2 bath",Sunset Park,Entire home/apt,125,100,4.828
1 Bed in a Lux Apt on Wall Street,Financial District,Shared room,47,100,3.850
Newly renovated near subways and the cloisters!,Washington Heights,Private room,60,100,4.094
CLEAN COZY & COMFY E. VILLAGE PAD,Stuyvesant Town,Entire home/apt,160,100,5.075
Cozy 1 Bedroom Bushwick Apt off Dekalb L,Bushwick,Entire home/apt,75,100,4.317
East Village Spacious Room,East Village,Private room,90,100,4.500
Lovely Room Close to the City,Bedford-Stuyvesant,Private room,65,100,4.174
Sunny Double Room,Bedford-Stuyvesant,Private room,63,100,4.143
Beautiful BedStuy Brownstone Apt,Bedford-Stuyvesant,Private room,100,100,4.605
Stunning NYC Views,Vinegar Hill,Entire home/apt,178,100,5.182
Cozy & Super Convenient Studio!,Chelsea,Entire home/apt,200,100,5.298
Cosy 1 bed in trendy East Village!,East Village,Entire home/apt,170,100,5.136
LaGuardia Room with Private Entrance(1),East Elmhurst,Private room,50,100,3.912
Quiet private room upper east side,Upper East Side,Private room,100,100,4.605
"Bedroom in Financial District, NYC",Financial District,Private room,65,100,4.174
