name,neighbourhood_cleansed,room_type,price,review_scores_rating,price_log
Room in 2BR Astoria Apartment,Astoria,Private room,80,100,4.382
"Spacious And Sunny Apartment, Private Roof Deck!",Bedford-Stuyvesant,Entire home/apt,120,100,4.787
BEAUTIFUL ROOM WITH AIR CONDITION SHEEPSHEAD BAY,Sheepshead Bay,Private room,60,100,4.094
"Cozy, sunny room in best neighborhood - Chelsea",Chelsea,Private room,80,100,4.382
ENTIRE APT | in Modern & Minimal 2bdr in Brooklyn,Bedford-Stuyvesant,Entire home/apt,235,100,5.460
Beautiful home in the heart of Manhattan.,NoHo,Entire home/apt,150,100,5.011
Large Studio near Lincoln Center,Upper West Side,Entire home/apt,150,100,5.011
Renewed private cozy room next to the Central Park,Harlem,Private room,50,100,3.912
"Bright, modern 2 bedroom oasis middle of Flatiron!",Flatiron District,Entire home/apt,225,100,5.416
Private Room in the Heart of Harlem,Harlem,Private room,70,100,4.248
"Gorgeous, Huge Artist's Loft in Williamsburg",Williamsburg,Entire home/apt,195,100,5.273
Large shared apartment in Alphabet City,East Village,Private room,1880,100,7.539
Luxurious private room near subway B/C stations,Harlem,Private room,63,100,4.143
"Exquisite Private room Central Park  Subway A,B,C",Harlem,Private room,63,100,4.143
"Cozy private room near, Upper Westside CentralPark",Harlem,Private room,63,100,4.143
NoLIta / Soho 1 bedroom oasis,Nolita,Entire home/apt,165,100,5.106
Stunning 2 bed/2 bath Penthouse Apt in Bushwick,Bushwick,Entire home/apt,180,100,5.193
"Beautiful, large Vinegar Hill apartment.",Navy Yard,Private room,50,100,3.912
Cozy Bushwick Room for the holiday season!,Bushwick,Private room,50,100,3.912
"Sun-drenched, airy apartment in Brooklyn!",Bushwick,Entire home/apt,85,100,4.443
Ditmas Park Affordable Luxury Living-LG Private Rm,Flatbush,Private room,150,100,5.011
1 BEDROOM in Brooklyn,Fort Greene,Private room,60,100,4.094
PRIME WEST / CENTRAL VILLAGE LARGE STUDIO,Greenwich Village,Entire home/apt,299,100,5.700
Stunning one bedroom with skylight and loft!,Park Slope,Entire home/apt,345,100,5.844
2BR - Great Deal in the Trendy East Village,East Village,Entire home/apt,92,100,4.522
1 Bedroom with Clinton Hill Charm,Clinton Hill,Private room,241,100,5.485
"Spacious Renovated Bright, by Prospect Park",Flatbush,Entire home/apt,125,100,4.828
"Luxury Shared Apartment w/ Indoor Pool, Gym, Sauna",Port Morris,Private room,145,100,4.977
Designer Downtown Loft,East Village,Entire home/apt,495,100,6.205
Cozy Room with private bathroom in Crown Heigths,East Flatbush,Private room,69,100,4.234
WEST VILLAGE Bohemian flat in neo-Tudor town house,West Village,Entire home/apt,300,100,5.704
WEST VILLAGE Bohemian flat in neo-Tudor town house,West Village,Entire home/apt,285,100,5.652
"Newly renovated, cozy 1 br appt great location!!!",Bensonhurst,Shared room,90,100,4.500
Beautiful Williamsburg Bedroom by McCarren Park,Williamsburg,Private room,96,100,4.564
"Spacious 2 Bedroom, LES, Amazing Rooftop",East Village,Entire home/apt,134,100,4.898
Stay in Lovely 2 BR/1 BA Flatbush Apartment,East Flatbush,Entire home/apt,150,100,5.011
"Beautifull 2BDR, Prime Location, Quiet, Elevator",Financial District,Entire home/apt,195,100,5.273
Unbelievable view in midtown high rise,Midtown,Private room,90,100,4.500
2  BEDROOM EUROPEAN CHIC CENTRAL PARK APARTMENT,Upper East Side,Entire home/apt,400,100,5.991
Spacious Modern Boutique Studio Doorman East Vill,East Village,Entire home/apt,400,100,5.991
Warm little building 温馨小筑 따뜻한 작은 건물 D,Flushing,Private room,49,100,3.892
Manhattan - Double Double,Hell's Kitchen,Hotel room,199,100,5.293
Madison Square - Double Double,Hell's Kitchen,Hotel room,199,100,5.293
Time Square - Comfy Standard Queen,Hell's Kitchen,Hotel room,179,100,5.187
Comfy private BR for a couple! Near train & mall,Woodside,Private room,49,100,3.892
Lovely private room with private bath in Brooklyn,Bedford-Stuyvesant,Private room,75,100,4.317
LOWER EAST SIDE (private room),Lower East Side,Private room,95,100,4.554
Perfect NYC Getaway 2-BR Apartment w/Garden access,Gowanus,Entire home/apt,125,100,4.828
Sam and Mala place is your home away from home,South Ozone Park,Entire home/apt,72,100,4.277
"Cozy 2 Beds in Private Bedroom: NYC ""LES"" Manhattn",Lower East Side,Private room,75,100,4.317
Ditmas Park Affordable Luxury-Private Room,Flatbush,Private room,65,100,4.174
"Charming Apartment in Brooklyn, NY",Fort Greene,Private room,112,100,4.718
Room for Temporary Sublet Nov. 21`-28,Ridgewood,Private room,40,100,3.689
The BEST LOCATION in Brooklyn,Gowanus,Private room,44,100,3.784
"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 3",Bushwick,Private room,50,100,3.912
Beautiful East Village Room with Private Rooftop,East Village,Private room,129,100,4.860
2 Bedroom Presidential Suite in Midtown Manhattan,Midtown,Entire home/apt,500,100,6.215
True 2 Bedroom in Elevator Building in Prime LES,Lower East Side,Entire home/apt,295,100,5.687
Luxury 5bed/2bath on Central Park!,Upper West Side,Entire home/apt,400,100,5.991
Nice bedroom in cosy Harlem apartment,Harlem,Private room,70,100,4.248
closed space in Bay ridge,Fort Hamilton,Private room,20,100,2.996
Bright Quiet Room in the West Village,West Village,Private room,90,100,4.500
Sonder | 180 Water | Incredible 2BR + Rooftop,Financial District,Entire home/apt,302,100,5.710
Sonder | 180 Water | Premier 1BR + Rooftop,Financial District,Entire home/apt,229,100,5.434
Chic Chelsea One Bedroom Oasis,Chelsea,Entire home/apt,200,100,5.298
Sophisticated Upper East Apt Best Location,Upper East Side,Entire home/apt,133,100,4.890
Gorgeous East Village Apartment (2 bed/1 Bath),East Village,Entire home/apt,300,100,5.704
Luxury apartment in Time Square with in-unit wash,Hell's Kitchen,Entire home/apt,150,100,5.011
Uptown Cozy Apartment,Upper West Side,Entire home/apt,135,100,4.905
Brownstone House Spa  In Bed-Stuy,Bedford-Stuyvesant,Entire home/apt,175,100,5.165
Cozy room in the heart of Williamsburg.,Williamsburg,Private room,100,100,4.605
1 Bedroom - Sleeps 3 - Minutes from Subway & CP!,Upper East Side,Entire home/apt,345,100,5.844
⋆Brooklyn Brownstone Suite⋆Great Location⋆,Crown Heights,Entire home/apt,120,100,4.787
**Bed-Stuy Studio**,Bedford-Stuyvesant,Entire home/apt,70,100,4.248
Private bedroom at East Williamsburg,Williamsburg,Private room,80,100,4.382
Prime Area Room/Astoria/LGA 5 minutes,Ditmars Steinway,Private room,100,100,4.605
Ejeee,Upper West Side,Private room,120,100,4.787
Beautiful Room in Brooklyn!!,Crown Heights,Private room,40,100,3.689
Big Cozy Brand New Sunny Studio in Flushing NY!,Flushing,Entire home/apt,59,100,4.078
Clean and Cozy Private Room in Lower East Side,Lower East Side,Private room,149,100,5.004
Near Subway and Central Park :),Midtown,Private room,90,100,4.500
"Sunny, Charming, Private One-Bedroom in Brooklyn",Clinton Hill,Entire home/apt,110,100,4.700
"Cozy, Clean and Quiet Private Room - Wifi Access",Glendale,Private room,100,100,4.605
Upper east private bedroom,Upper East Side,Private room,73,100,4.290
Sunlit Private Upper Manhattan Bedroom,Harlem,Private room,150,100,5.011
Loft Living in the Heart of Bushwick,Bushwick,Entire home/apt,200,100,5.298
Brooklyn apartment 20 min away from Manhattan,Bay Ridge,Entire home/apt,90,100,4.500
"Smart Studio in Trendy Tribeca, Indoor pool + Gym by Blueground",Tribeca,Entire home/apt,190,100,5.247
"Classic, Unconventional Downtown Manhattan",Tribeca,Private room,75,100,4.317
Quaint 1 bedroom tenement apartment in E.Village,East Village,Entire home/apt,100,100,4.605
Large 1 bdr apt + balcony Williamsburg - Bedford,Williamsburg,Entire home/apt,220,100,5.394
Lovely & Sunny bedroom in Astoria- Bedroom 1,Astoria,Private room,89,100,4.489
Nice room with private backyard oaisis,East Flatbush,Private room,35,100,3.555
Penthouse in FiDi,Financial District,Private room,105,100,4.654
"Centrally Located, Cozy One Bedroom",Hell's Kitchen,Entire home/apt,175,100,5.165
Lovely exposed brick room to rent in Williamsburg,Williamsburg,Private room,70,100,4.248
Coziness from a westelm catalog,Harlem,Private room,127,100,4.844
Brooklyn Siesta,Crown Heights,Private room,30,100,3.401
Manhattan West - Standard Queen Room,Hell's Kitchen,Hotel room,107,100,4.673
Manhattan West - Double Double Room,Hell's Kitchen,Hotel room,199,100,5.293
Rustic and Artsy,South Slope,Entire home/apt,125,100,4.828
New Kitchen&Bath : 5min ➡︎ Subway 20min ➡︎ TimeSQ,Jackson Heights,Private room,43,100,3.761
30min➡︎TimesSQ 3min➡︎Subway New New New Building,Elmhurst,Private room,35,100,3.555
30min➡︎LGA  New&Clean Apt with Cozy Terrace Space,Elmhurst,Private room,33,100,3.497
Large Newly Renovated 1 Bedroom Apartment,West Village,Entire home/apt,165,100,5.106
The Exclusive Studio Manhattan NYC,Midtown,Entire home/apt,182,100,5.204
The Cozy Studio Midtown Manhattan,Midtown,Entire home/apt,227,100,5.425
Clean Room near M & R train. Close to mall & LGA,Elmhurst,Private room,41,100,3.714
Luminous one bedroom in the heart of east village,East Village,Entire home/apt,292,100,5.677
Designer studio in the heart of East Village,East Village,Private room,115,100,4.745
Relax De Dios,Allerton,Private room,60,100,4.094
The Lover´s Apartment in Midtown Manhattan,Midtown,Entire home/apt,135,100,4.905
Queen size bedroom Gramercy manhattan,Stuyvesant Town,Private room,390,100,5.966
Upper East side cozy room,Upper East Side,Private room,100,100,4.605
Bright and Sunny Luxury Modern Midtown Apartment,Midtown,Entire home/apt,375,100,5.927
"Lovely studio next to Penn Station ,",Chelsea,Entire home/apt,175,100,5.165
"Large Private Room, Bath & Entry - King Bed - NYC",Forest Hills,Entire home/apt,85,100,4.443
Upper East Side Sofa Bed (Shared space),Upper East Side,Shared room,49,100,3.892
Cozy Room close to Metro,Bedford-Stuyvesant,Private room,65,100,4.174
HARLEM CLEAN & COMFY SPACE,Harlem,Private room,44,100,3.784
Fresh room 20 min to Manhattan,Bedford-Stuyvesant,Private room,65,100,4.174
Dandy Room Close to Metro,Bedford-Stuyvesant,Private room,65,100,4.174
Enjoyable Room Close to Metro,Bedford-Stuyvesant,Private room,65,100,4.174
HOLIDAY SEASON IN MIDTOWN NY LARGE & SUNNY STUDIO,Midtown,Entire home/apt,246,100,5.505
"Hell’s  kitchen studio, Time Square/Javitz center",Hell's Kitchen,Entire home/apt,300,100,5.704
Simple room in apartment with lots of light,East Flatbush,Private room,40,100,3.689
Big apartment by Prospect Park 15 min to Manhattan,Flatbush,Entire home/apt,350,100,5.858
"15 Min to Manhattan, 10 Min to LGA - Cozy Home",Maspeth,Entire home/apt,99,100,4.595
Lower East Side Private Bedroom,Lower East Side,Private room,355,100,5.872
West Village/Greenwich Village Room With A View,Greenwich Village,Entire home/apt,125,100,4.828
3 BEDS/2 BATHS ENTIRE APT IN QUEENS 10 MINS to JFK,Howard Beach,Entire home/apt,130,100,4.868
Private Room 15 minutes away  to Central Park,Harlem,Private room,69,100,4.234
Clean & Spacious Duplex Bushwick Gem (w. Backyard),Bushwick,Entire home/apt,175,100,5.165
Trendy room with Netflix,Harlem,Private room,50,100,3.912
Spice Island Hotspot two,East Flatbush,Private room,38,100,3.638
A taste of Brooklyn,Sunset Park,Entire home/apt,64,100,4.159
BEST Bushwick Basement Apt. 15-mins. to Manhattan,Bushwick,Entire home/apt,99,100,4.595
Gorgeous Midtown East Apt. Open Concept 1 Bedroom,Midtown,Entire home/apt,200,100,5.298
Amazing apt in Brooklyn close to Prospect Park A,Prospect-Lefferts Gardens,Private room,70,100,4.248
Cozy Log Cabin - SoHo,SoHo,Entire home/apt,150,100,5.011
Stay into heart of Brooklyn close  Prospect Park B,Prospect-Lefferts Gardens,Private room,74,100,4.304
Great Room with Amazing View - 15 minutes to city,Greenpoint,Private room,88,100,4.477
Room into heart of Brooklyn close  Prospect Park D,Prospect-Lefferts Gardens,Private room,70,100,4.248
Modern apt Brooklyn's heart close  Prospect Park C,Prospect-Lefferts Gardens,Private room,70,100,4.248
Cozy Upper East Side studio,Upper East Side,Entire home/apt,150,100,5.011
UWS Lofted Studio just off Central Park,Upper West Side,Entire home/apt,150,100,5.011
Corner-Unit Bedroom in Sun-filled Bushwick loft,Bushwick,Private room,60,100,4.094
WELCOME TO MY COZY SANCTUARY STUDIO,Upper West Side,Entire home/apt,175,100,5.165
"Staten Island - Free Wifi, Parking Space, Near NYC",Rosebank,Entire home/apt,138,100,4.927
Sunny floor-to-ceiling windows apartment in UES,Upper East Side,Entire home/apt,150,100,5.011
Private bedroom in Manhattan close to subway,Harlem,Private room,92,100,4.522
A neat bedroom in a cozy 3-bedroom apartment,Roosevelt Island,Private room,90,100,4.500
Temple of DreamZzz,Kensington,Private room,56,100,4.025
Private Luxury Suite in the Heart of Brooklyn,Downtown Brooklyn,Private room,249,100,5.517
Bowery bedroom w/  private bathroom great location,Lower East Side,Private room,120,100,4.787
SedaOn2 Dance Studio,Westchester Square,Entire home/apt,970,100,6.877
Decent basement room in Williamsburg,Williamsburg,Private room,55,100,4.007
"NEW! Spacious, Bright, Fam-Friendly BK Townhouse!",Crown Heights,Entire home/apt,149,100,5.004
Charming Two bedroom apartment in Greenpoint,Greenpoint,Entire home/apt,114,100,4.736
Large 1 BR apt in the heart of Flatiron (NYC),Flatiron District,Entire home/apt,210,100,5.347
Tiny Magic Room in Historic Park Slope Brownstone,Park Slope,Private room,45,100,3.807
Garden-facing bedroom in heart of Williamsburg,Williamsburg,Private room,70,100,4.248
Room w/ private entrance at convenient location.,Bushwick,Private room,55,100,4.007
The Hampton,Howard Beach,Entire home/apt,207,100,5.333
"NewCozyHome Close2 LGA, 30mins
Away From Manhattan",East Elmhurst,Entire home/apt,99,100,4.595
Warm little building 温馨小筑 따뜻한 작은 건물 G,Flushing,Private room,45,100,3.807
Crown Heights Wellness Gem,Crown Heights,Private room,80,100,4.382
Habitación privada en Bushwick.,Bushwick,Private room,42,100,3.738
Close to transportation sleep share,Bedford-Stuyvesant,Shared room,35,100,3.555
Hendrix Upstairs Oasis Rm #2,East New York,Private room,50,100,3.912
Hendrix Upstairs Oasis Rm #3,East New York,Private room,50,100,3.912
Hendrix Upstairs Oasis Rm #4,East New York,Private room,40,100,3.689
A slice of luxury In Cozy Chelsea loft!,Chelsea,Entire home/apt,325,100,5.784
Bohemian Room for Rent,Crown Heights,Private room,90,100,4.500
Private Room in Brooklyn Near Subway,Prospect-Lefferts Gardens,Private room,50,100,3.912
Pvt Room in Charming  Pet-Friendly Apt in Bedstuy.,Bedford-Stuyvesant,Private room,89,100,4.489
2nd floor of 2-family house available for December,Astoria,Entire home/apt,1500,100,7.313
"Stunning, modern apartment in Greenwich Village",Greenwich Village,Entire home/apt,258,100,5.553
Spacious apartment steps from Prospect Park,Prospect-Lefferts Gardens,Entire home/apt,62,100,4.127
Furnished queens 1 bedroom apartment,Long Island City,Entire home/apt,120,100,4.787
Great Nolita/SoHo Private Apt + Doorman Building,Lower East Side,Entire home/apt,250,100,5.521
✺ NEW Fully Renovated  ✺ Harlem Garden Apartment,East Harlem,Entire home/apt,75,100,4.317
Great private bedroom in the heart of Williamsburg,Williamsburg,Private room,75,100,4.317
private room in apt near Fort Tryon Park.,Inwood,Private room,65,100,4.174
"Cozy, Light and Calming East Village apartment",East Village,Entire home/apt,93,100,4.533
Musician/nerdy paradise!,Bushwick,Private room,40,100,3.689
Central Park At The Door,Harlem,Private room,60,100,4.094
Glamorous studio in Chelsea,Chelsea,Entire home/apt,139,100,4.934
Monthly: Gorgeous 3 Story Brownstone,East Harlem,Entire home/apt,232,100,5.447
Studio in the heart of Manhattan's West Village,West Village,Entire home/apt,150,100,5.011
Farm house style Bay Ridge (private D),Bay Ridge,Private room,85,100,4.443
Spacious Lovely 1B1B in UP Manhattan 4Min to Train,Washington Heights,Entire home/apt,135,100,4.905
Cleo’s Royale II,Inwood,Private room,80,100,4.382
Zenful and artistic apartment home,Bedford-Stuyvesant,Private room,34,100,3.526
Cozy 1 bedroom apt in Brooklyn,East Flatbush,Entire home/apt,91,100,4.511
Charming duplex with backyard in Carroll Gardens,Carroll Gardens,Entire home/apt,100,100,4.605
Classy NY walk-up in the heart of theater district,Hell's Kitchen,Private room,109,100,4.691
My Lofted Bedroom with Private Entrance,Bedford-Stuyvesant,Private room,50,100,3.912
Charming Studio in Manhattan - Great location!,Kips Bay,Entire home/apt,250,100,5.521
Central park cheap sofa bed,Upper East Side,Shared room,55,100,4.007
"Sunny & Spacious, Studio-Like Ridgewood Apartment",Ridgewood,Entire home/apt,45,100,3.807
Uptown Manhattan 2BR Designer Loft w/ River Views,Washington Heights,Entire home/apt,279,100,5.631
Sweet Sugar Hill Studio,Harlem,Entire home/apt,97,100,4.575
A cozy one-bedroom in the heart of Harlem,Harlem,Entire home/apt,70,100,4.248
Like a Five Stars Hotel — For Long Stay,Morrisania,Private room,55,100,4.007
The most expensive neighborhood.,West Village,Private room,80,100,4.382
"Sunny, spacious, 1-bedroom apartment in UES, NYC",Upper East Side,Entire home/apt,220,100,5.394
"COMPLETELY PRIVATE ""SMART"" APT IN EAST VILLAGE",East Village,Entire home/apt,160,100,5.075
Beautiful Apartment in Staten Island,New Springville,Entire home/apt,119,100,4.779
"1 BR Apartment in Greenpoint, Brooklyn w/ backyard",Greenpoint,Entire home/apt,70,100,4.248
Cozy Sunlit Spacious Bedroom (PURPLE ROOM),Clinton Hill,Private room,41,100,3.714
"The best location in Williamsburg, private room!",Williamsburg,Private room,70,100,4.248
It's a Fine Day in Bed-Stuy!,Cypress Hills,Private room,48,100,3.871
It's a Delightful Day in Bed-Stuy!,Cypress Hills,Private room,48,100,3.871
"LUXURIOUS 5 bedroom, 4.5 bath home",Upper West Side,Entire home/apt,2999,100,8.006
It's a Stunning Day in Bed-Stuy!,Crown Heights,Private room,48,100,3.871
Sunny Room next to L train,Williamsburg,Private room,100,100,4.605
Williamsburg Bedroom in Large Home,Williamsburg,Private room,115,100,4.745
"SUNNY, Cozy Private Room in Bushwick!",Bushwick,Private room,80,100,4.382
Cozy Room 20 min from Manhattan in brand new unit,Ridgewood,Private room,36,100,3.584
Pretty private bedroom in shared apt near Columbia,Harlem,Private room,47,100,3.850
Cozy room in sunny apartment across from park,Bushwick,Private room,35,100,3.555
Brick and Beam Experience in North Williamsburg,Williamsburg,Entire home/apt,300,100,5.704
Newly renovated place for students and young pro’s,Midwood,Shared room,50,100,3.912
Sunny and plant-filled room in Crown Heights!,Crown Heights,Private room,60,100,4.094
Cosy sun filled bedroom with a private bathroom,Harlem,Private room,85,100,4.443
Cozy and comfortable studio in Clinton Hill.,Clinton Hill,Entire home/apt,125,100,4.828
A Luxury Studio @ Greenwich/Tribeca Monthly $4000,Tribeca,Entire home/apt,280,100,5.635
Spacious & Luxurious Room near LGA and Manhattan,Woodside,Private room,50,100,3.912
Spacious Studio Home in Landmark Townhouse,Upper West Side,Entire home/apt,225,100,5.416
NYC Hamilton Heights Apartment,Harlem,Private room,112,100,4.718
Charming One Bedroom Garden Apt Close to Subway,Bedford-Stuyvesant,Entire home/apt,125,100,4.828
PRIVATE ROOM IN COZY SCANDINAVIAN / BROOKLYN HOME,Williamsburg,Private room,60,100,4.094
Harlem Oasis,Harlem,Entire home/apt,200,100,5.298
The best NYC has to offer,Hell's Kitchen,Entire home/apt,265,100,5.580
"Private, spacious 1bd/1bth Manhattan Apartment",Washington Heights,Entire home/apt,150,100,5.011
Private bedroom in the heart of Harlem,Harlem,Private room,59,100,4.078
"Cute, Cozy and Spacious apt in SoHo",SoHo,Entire home/apt,122,100,4.804
Quaint 1 Bedroom in Beautiful Astoria Queens,Ditmars Steinway,Private room,60,100,4.094
Plush Midtown West NYC Medical 2BR -Stunning Views,Hell's Kitchen,Entire home/apt,499,100,6.213
Deluxe Midwest NYC Medical 2BR  - Super Amenities,Hell's Kitchen,Entire home/apt,499,100,6.213
Sunny Eclectic Apt Near the Park & Brooklyn Museum,Crown Heights,Entire home/apt,135,100,4.905
Magnificent Midtown West Medical 2BR + Gym and Spa,Hell's Kitchen,Entire home/apt,499,100,6.213
Magnificent NYC Medical 1BR Apt+ Superb Amenities!,Hell's Kitchen,Entire home/apt,399,100,5.989
Beautiful Midtown West Medical 1BR+ Gym & Sky Deck,Hell's Kitchen,Entire home/apt,399,100,5.989
Spacious & cozy room/30 min to Manhattan by train,Midwood,Private room,49,100,3.892
Brooklyn Finest Air Bnb,Bushwick,Private room,120,100,4.787
Modern NYC 2 Bedroom apt. Close to everything 34a,Williamsbridge,Entire home/apt,85,100,4.443
Magnificent NYC Medical 1BR Apt on the River!!,Hell's Kitchen,Entire home/apt,399,100,5.989
"Cozy Studio Apartment in Greenpoint, Brooklyn",Greenpoint,Entire home/apt,149,100,5.004
"Modern, Convenient Oasis in Vibrant Neighborhood!",East Village,Entire home/apt,100,100,4.605
Easy charm in Fort Greene,Fort Greene,Private room,120,100,4.787
Large Sunny  Room w/ Bathroom. Excellent Location!,Williamsburg,Private room,70,100,4.248
Amazing Convenient Cozy Room (girl preferred),Sunset Park,Private room,28,100,3.332
Private bedroom in a loft apartment (Williamsburg),Williamsburg,Private room,80,100,4.382
Romantic getaway in the heart of NYC,Astoria,Private room,89,100,4.489
Spacious Duplex 3 BR Apt in Bushwick/Ridgewood,Ridgewood,Entire home/apt,190,100,5.247
NYC/UES Beautiful and Sunny one-bedroom apartment,Upper East Side,Entire home/apt,295,100,5.687
studio for your own,West Village,Entire home/apt,168,100,5.124
Spacious Studio in the Heart of West Village,West Village,Entire home/apt,200,100,5.298
Hidden gem... steps from Times Square,Hell's Kitchen,Entire home/apt,180,100,5.193
"3 bedrooms, 2 bathrooms, huge open space!",Bushwick,Entire home/apt,100,100,4.605
"Cozy,  two-bedroom East Harlem apartment",East Harlem,Entire home/apt,149,100,5.004
HUGE 1Br Converted Art Gallery Loft WILLIAMSBURG,Williamsburg,Entire home/apt,55,100,4.007
Charming South Harlem Hideaway with Garden,Harlem,Entire home/apt,115,100,4.745
Nice and artsy apartment in East Village,East Village,Private room,79,100,4.369
Cozy shared studio in a safe neighborhood,Little Neck,Shared room,32,100,3.466
Spacious Neon Apartment Inspired by the Caribbean,Prospect-Lefferts Gardens,Entire home/apt,120,100,4.787
Parisian Palace in Heart of Manhattan,Chelsea,Entire home/apt,333,100,5.808
Spacious room near Columbia University,Upper West Side,Private room,70,100,4.248
Accomplished private room next to Columbia Uni,Harlem,Private room,63,100,4.143
Refined private room next to Columbia University,Harlem,Private room,63,100,4.143
"Large Sunny bedroom,  minutes to F and G lines,",Kensington,Private room,48,100,3.871
Cozy Brooklyn 1 Bed,Brooklyn Heights,Entire home/apt,125,100,4.828
Wonderful and sunny 2 bedroom in Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,100,5.416
ONE BEDROOM KING SUITE - PRIME WILLIAMSBURG,Williamsburg,Private room,200,100,5.298
New Flatiron King Bed Apartment,Flatiron District,Entire home/apt,210,100,5.347
Relaxation in New York City :),Harlem,Private room,40,100,3.689
Airy and Beautiful East Village 2BR Apt,East Village,Entire home/apt,399,100,5.989
"**Newly Renovated, Cozy, Urban Oasis entire apt**",Williamsbridge,Entire home/apt,130,100,4.868
"Trendy & Modern Nolita 2 Bed, 2 Bath Flat",Nolita,Entire home/apt,418,100,6.035
Escape to East Village | Quiet Studio,East Village,Entire home/apt,188,100,5.236
Large room w/ King-sized Bed. Great Location!,Williamsburg,Private room,55,100,4.007
"Lovely, Clean and Inviting! New Building.",Ridgewood,Private room,56,100,4.025
Private 2B Room in 4BR/2BA APT in Hell's Kitchen,Hell's Kitchen,Private room,110,100,4.700
Modern Park Slope 1br right by Prospect Park,South Slope,Entire home/apt,155,100,5.043
2bed/2bath in Hells Kitchen 8 Mins to Time Square!,Hell's Kitchen,Entire home/apt,450,100,6.109
Cute cozy home in south slope!!,Sunset Park,Private room,50,100,3.912
Sonder | 180 Water | Charming 1BR + Rooftop,Financial District,Entire home/apt,232,100,5.447
One Bedroom Apt in Bushwick  20 mins frm Manhattan,Bushwick,Entire home/apt,90,100,4.500
Private Room in the Upper East Side,Upper East Side,Private room,95,100,4.554
Better Home Inn,Springfield Gardens,Entire home/apt,89,100,4.489
"Quiet, serene Holiday getaway in the Bronx",Allerton,Private room,35,100,3.555
"New York, prime location cozy 1bedroom unit!",Kips Bay,Entire home/apt,180,100,5.193
"Huge, modern apt 20 mins from Manhattan JMZ metro",Bushwick,Entire home/apt,190,100,5.247
Spacious modern condo by Columbia University,Harlem,Entire home/apt,200,100,5.298
Roomy and Relaxing 3 Brooklyn Apartment,Prospect-Lefferts Gardens,Entire home/apt,150,100,5.011
HUGE 3 BEDROOM LOFT IN THE HEART OF SOHO,SoHo,Entire home/apt,999,100,6.907
Private Room in Brand New Greenpoint Apartment,Greenpoint,Private room,55,100,4.007
Top floor of an amazing duplex,Upper West Side,Private room,88,100,4.477
"HUGE ONE-BED, PROSPECT PARK, CAT LOVERS ONLY!!",Prospect-Lefferts Gardens,Entire home/apt,79,100,4.369
Very bright and cosy bedroom.,Harlem,Private room,55,100,4.007
Spacious Garden Studio,Williamsburg,Entire home/apt,140,100,4.942
Basic room in Williamsburg,Williamsburg,Private room,49,100,3.892
Comfy and Artsy Big Room in EAST VILLAGE,East Village,Private room,70,100,4.248
Room close to La Guardia Airport,East Elmhurst,Shared room,16,100,2.773
A new room! Be the first one who would use it!,Sheepshead Bay,Private room,55,100,4.007
"Affordable Room close to train, mall. With WIFI.",Elmhurst,Private room,34,100,3.526
Cozy private bedroom with Great East River view,Upper East Side,Private room,90,100,4.500
Private room in spacious BK community w/ parking,Bedford-Stuyvesant,Private room,50,100,3.912
Shared male room on Manhattan next to river I,Lower East Side,Shared room,40,100,3.689
Shared male room of your dreams on Manhattan III,Lower East Side,Shared room,37,100,3.611
Amazing and cozy shared male room on Manhattan IV,Lower East Side,Shared room,40,100,3.689
1BR in Manhattan. Central Park at your doorstep!,East Harlem,Entire home/apt,100,100,4.605
Unbelievable male room& best price on Manhattan II,Lower East Side,Shared room,40,100,3.689
Superhosted room close to station! Bed+sofa & WiFi,Jackson Heights,Private room,33,100,3.497
Cozy Room in Great APT! Near LGA / Manhattan,Sunnyside,Private room,37,100,3.611
Gorgeous Room in a renovated Woodside townhouse!,Woodside,Private room,42,100,3.738
"One bedroom apartment in Brooklyn, NY",Park Slope,Entire home/apt,130,100,4.868
hip and cosy Brooklyn family retreat,Bedford-Stuyvesant,Entire home/apt,375,100,5.927
Quiet Neighborhood Close to Trendy Spots,Williamsburg,Private room,65,100,4.174
Amazing Private Bedroom at Times Square,Hell's Kitchen,Private room,280,100,5.635
Cozy private room in Williamsburg,Williamsburg,Private room,50,100,3.912
Beautiful apartment in Brooklyn Heights,Brooklyn Heights,Entire home/apt,125,100,4.828
Modern/Eclectic Light Filled Williamsburg Home,Williamsburg,Entire home/apt,225,100,5.416
"Trendy Chelsea 1BR w/ Balcony, Gym + Doorman by Blueground",Chelsea,Entire home/apt,276,100,5.620
BROOKLYN LOFT - HEART OF WILLIAMSBURG,Williamsburg,Private room,69,100,4.234
Central Park Loft,Upper West Side,Entire home/apt,175,100,5.165
Private bedroom w/ bathroom in cozy UWS apartment,Upper West Side,Private room,95,100,4.554
Modern 1BR near Times Square w/ Indoor pool + Gym by Blueground,Theater District,Entire home/apt,297,100,5.694
LINCOLN CENTER / LUXURY 2BED 2BATH,Upper West Side,Entire home/apt,260,100,5.561
"Cozy private room in NYC 
25 mins from Midtown",Jackson Heights,Private room,59,100,4.078
Central & Comfy East Village Studio,East Village,Entire home/apt,189,100,5.242
"Serene,  Clean Studio in South Williamsburg",Williamsburg,Entire home/apt,105,100,4.654
Private Floor in Brownstone near Prospect Park,Prospect Heights,Entire home/apt,140,100,4.942
