name,neighbourhood_cleansed,room_type,price,review_scores_rating
Exclusive apartment in Gracia.  HUTB-007006,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,96
DELUXE SAGRADA FAMILIA I,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,
87. Ventalli,el Camp d'en Grassot i Gracia Nova,Entire home/apt,130,100
HABITACIÕ_N DOBLE @ GRACIA,el Camp d'en Grassot i Gracia Nova,Private room,48,100
Modern refurbished flat in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,200,100
"BRANDNEW APT,SAGRADA FAMILIA,GRACIA",el Camp d'en Grassot i Gracia Nova,Private room,50,80
Lovely single room with great natural light,el Camp d'en Grassot i Gracia Nova,Private room,30,98
Amazing Double Room,el Camp d'en Grassot i Gracia Nova,Private room,30,
Near Parc Giell and Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,18,95
Beautiful room in the city centre!,el Camp d'en Grassot i Gracia Nova,Private room,50,
Stunning and modern white apartment,el Camp d'en Grassot i Gracia Nova,Private room,73,99
Cozy room for 2 girls/coupl. Next Sagrada Familia.,el Camp d'en Grassot i Gracia Nova,Private room,35,88
Great Apartment Great Terrace Alio3,el Camp d'en Grassot i Gracia Nova,Entire home/apt,75,
Amazing Green-Pallet house in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,60,98
Fully equipped Room with bathroom Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,120,
Room Sagrada Familia/Gracia,el Camp d'en Grassot i Gracia Nova,Private room,49,97
Room in luminous and spacious apartment,el Camp d'en Grassot i Gracia Nova,Private room,70,
Gracia Travesera 2BDR Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,55,
Modern loft at Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,85,96
Sagrada Familia area - Cirsega 1,el Camp d'en Grassot i Gracia Nova,Entire home/apt,116,89
Gaudi Penthouse - Unbeatable VIEWS (HUTB-004554),el Camp d'en Grassot i Gracia Nova,Entire home/apt,113,93
Sunny & Large room,el Camp d'en Grassot i Gracia Nova,Private room,70,89
Secretary Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,115,80
APARTMENT WITH GARDEN &PRIVATE POOL,el Camp d'en Grassot i Gracia Nova,Entire home/apt,175,94
The Sagrada Penthouse,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,93
MWC - Perfect apart. near Sagrada Familia & Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,230,100
Sagrada Familia RELAX,el Camp d'en Grassot i Gracia Nova,Entire home/apt,110,60
Cozy bedroom at sunny attic at Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,16,92
CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,el Camp d'en Grassot i Gracia Nova,Entire home/apt,40,94
Duplex with panoramic city views (HUTB-005373),el Camp d'en Grassot i Gracia Nova,Entire home/apt,175,84
Single Room With Balcony!,el Camp d'en Grassot i Gracia Nova,Private room,20,89
Sagrada Familia Apartment 3 balconi,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,90
Cosy & Fully equipped Apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,70,87
LegaGracia Study Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,200,
Room with Double Bed in Shared Appt,el Camp d'en Grassot i Gracia Nova,Private room,16,
Lovely house with terrace in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,70,93
"Sagrada Familia, 6 personas, balcin",el Camp d'en Grassot i Gracia Nova,Entire home/apt,70,66
Great room in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,16,96
bohemian Gracia/Sagrada Familia @5',el Camp d'en Grassot i Gracia Nova,Private room,44,96
Room with private bathroom close to everything!,el Camp d'en Grassot i Gracia Nova,Private room,42,100
"Nice privat room at ""Sagrada familia"": 4 streets",el Camp d'en Grassot i Gracia Nova,Private room,19,86
Single room in Gracia district,el Camp d'en Grassot i Gracia Nova,Private room,26,94
Habitaciin en Gracia,el Camp d'en Grassot i Gracia Nova,Private room,20,
SingleRoom in lovely flat in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,22,100
Your Room In SAGRADA FAMILIA!,el Camp d'en Grassot i Gracia Nova,Private room,75,
SAGRADA FAMILIA .DOUBLE  ROOM (BCN),el Camp d'en Grassot i Gracia Nova,Private room,20,83
quiet place close to everything,el Camp d'en Grassot i Gracia Nova,Private room,32,95
Corsega Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,89,84
Habitacion Doble en Gracia #1,el Camp d'en Grassot i Gracia Nova,Private room,25,74
BARCELONA. SAGRADA FAMILIA APARTAMENTO,el Camp d'en Grassot i Gracia Nova,Entire home/apt,85,93
Family Friendly Spacious flat 150m2,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,90
Private room in Barcelona,el Camp d'en Grassot i Gracia Nova,Private room,31,100
Charming apartment w/wifi in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,120,73
Habitacion en el barrio de gracia,el Camp d'en Grassot i Gracia Nova,Private room,25,100
Room in beautiful and spacious flat in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,75,96
Sunny Single Room Next Sda. Familia,el Camp d'en Grassot i Gracia Nova,Private room,26,100
Double room with private bathroom in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,50,
Habitaciin cama simple/Single bed room.,el Camp d'en Grassot i Gracia Nova,Private room,20,87
Gracia67,el Camp d'en Grassot i Gracia Nova,Private room,70,
3. Alii 3 Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,88,
2. Alii 2 Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,86,90
LOW PRICE beautiful room near Sagrada Familia!,el Camp d'en Grassot i Gracia Nova,Private room,25,
SPACIOUS & SUNNY PENTHOUSE (Gracia),el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,99
sf41 NEW 2 BDR FLAT SAGRADA FAMILIA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,80
"2 bdr apartment, with Terrace, SAGRADA FAMILIA",el Camp d'en Grassot i Gracia Nova,Entire home/apt,130,100
DELUXE SAGRADA FAMILIA II,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,80
SAGRADA FAMILIA .DOUBLE  ROOM (BCN),el Camp d'en Grassot i Gracia Nova,Private room,20,85
Near to Sagrada Familia/Cerca de la Sagrada Famili,el Camp d'en Grassot i Gracia Nova,Private room,22,
Double Room In Gracia,el Camp d'en Grassot i Gracia Nova,Private room,40,73
Big room in spacious apartment.,el Camp d'en Grassot i Gracia Nova,Private room,45,80
"Cozy Bright double Room in Barcelona, Gracia",el Camp d'en Grassot i Gracia Nova,Private room,39,
SAGRADA FAMILIA .DOUBLE  ROOM (BCN),el Camp d'en Grassot i Gracia Nova,Private room,25,84
DELUXE SAGRADA FAMILIA III,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,
Brightly Familiar near Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,45,
Cozy bedroom with private bathroom,el Camp d'en Grassot i Gracia Nova,Private room,40,100
Sagrada Familia Nice Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,149,
Baby friendly apartment 2 spacious sunny terraces,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,
HABITACIÕ_N AMPLIA INDIVIDUAL ,el Camp d'en Grassot i Gracia Nova,Private room,35,
DOUBLE Room in a DUPLEX in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,50,
Luxury Penthouse & Terrace Skyline,el Camp d'en Grassot i Gracia Nova,Private room,119,100
Gracia! Single room 45__Î /double 90__Î,el Camp d'en Grassot i Gracia Nova,Private room,45,99
Tranquilo piso near sagrada familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,30,
Suite room with terrace,el Camp d'en Grassot i Gracia Nova,Private room,30,96
Apartment close Gracia. Confortable,el Camp d'en Grassot i Gracia Nova,Entire home/apt,45,88
Charming apartment in gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,85,
Central and charming apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,105,86
Cozy single and/or double room!!!,el Camp d'en Grassot i Gracia Nova,Private room,35,97
Habitaciin entre Gracia y Sagrada F,el Camp d'en Grassot i Gracia Nova,Private room,60,
Cosy&bright with sea view in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,65,98
Quarto Duplo na Vila de GrÕçcia,el Camp d'en Grassot i Gracia Nova,Private room,36,
habitacion,el Camp d'en Grassot i Gracia Nova,Private room,9,
Habitaciin indiv con cama extra,el Camp d'en Grassot i Gracia Nova,Private room,25,97
Superior Double Room 25m,el Camp d'en Grassot i Gracia Nova,Private room,50,93
Room in L'Eixample,el Camp d'en Grassot i Gracia Nova,Private room,20,100
SF 31 - Sagrada Familia - 1hab,el Camp d'en Grassot i Gracia Nova,Entire home/apt,95,93
Habitaciin doble con terraza en Gracia,el Camp d'en Grassot i Gracia Nova,Private room,25,
MODERN COMFORTABLE BIG & NICE APARTMENT IN GRACIA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,160,
Gracia Apartment 2 bedroom ac wifi,el Camp d'en Grassot i Gracia Nova,Entire home/apt,79,85
Estudio en Gracia - studio flat,el Camp d'en Grassot i Gracia Nova,Private room,60,94
SAGRADA FAMILIA Room 2,el Camp d'en Grassot i Gracia Nova,Private room,34,83
Hab en el Paseo de San Juan,el Camp d'en Grassot i Gracia Nova,Private room,40,
Cozy double room in a sunny flat,el Camp d'en Grassot i Gracia Nova,Private room,49,100
"Quiet flat, close Sagrada Familia",el Camp d'en Grassot i Gracia Nova,Entire home/apt,110,90
26. Industria ÕÅtico Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,100
Beautiful apartment near Sagrada Familia - 1152,el Camp d'en Grassot i Gracia Nova,Entire home/apt,200,
Barcelona/Sagrada Familia/Gracia,el Camp d'en Grassot i Gracia Nova,Private room,37,91
Lindo estudio en Park Guell,el Camp d'en Grassot i Gracia Nova,Entire home/apt,55,80
5. Alio 5 Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,82,60
Sagrada Familia Room 1,el Camp d'en Grassot i Gracia Nova,Private room,34,84
Habitaciin doble en Gracia,el Camp d'en Grassot i Gracia Nova,Private room,30,
Lovely Double Room with Balcony,el Camp d'en Grassot i Gracia Nova,Private room,22,92
Double room with balcony Gracia,el Camp d'en Grassot i Gracia Nova,Private room,40,80
Sagrada Familia area for 14 people,el Camp d'en Grassot i Gracia Nova,Entire home/apt,220,92
habitaciin individual,el Camp d'en Grassot i Gracia Nova,Private room,29,98
"Fully equipped apartment,center BCN",el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,96
Modern apartment in Eixample,el Camp d'en Grassot i Gracia Nova,Entire home/apt,147,88
Habitaciin en Sagrada Familia BCN,el Camp d'en Grassot i Gracia Nova,Private room,25,90
ALEGRE APARTAMENTO EN GRACIA / HUTB-007970,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,94
2.Great Terrace in middle town.DECO,el Camp d'en Grassot i Gracia Nova,Private room,45,96
"habitaciin individual barrio de Gracia , espaciosa",el Camp d'en Grassot i Gracia Nova,Private room,25,
Sagrada familia Private Room,el Camp d'en Grassot i Gracia Nova,Private room,200,
Piso Confortable Remodelado..,el Camp d'en Grassot i Gracia Nova,Entire home/apt,75,91
DOUBLE ROOM IN GRACIA,el Camp d'en Grassot i Gracia Nova,Private room,50,
COZY ROOM NEXT TO SAGRADA FAMILIA !,el Camp d'en Grassot i Gracia Nova,Private room,35,93
Bright lovely apartment in Gracia with balcony,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,87
Duplex 110m2 w/Terrace 60m2- 3bdr- Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,140,
SHARED DOUBLE ROOM IN APARTMENT,el Camp d'en Grassot i Gracia Nova,Private room,30,
4BR apartment in gracia ideal for student sleeps 7,el Camp d'en Grassot i Gracia Nova,Entire home/apt,138,68
Cozy and sunny room in Gallery Home,el Camp d'en Grassot i Gracia Nova,Private room,18,89
Bonito apartamento en Barcelona,el Camp d'en Grassot i Gracia Nova,Private room,100,
Bright and cosy double room!,el Camp d'en Grassot i Gracia Nova,Private room,20,100
Cosy apartment close to Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,81
Midtown Apartment  Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,135,100
Cozy ROOM  at GRACIA,el Camp d'en Grassot i Gracia Nova,Private room,39,87
FantÕçstico Õçtico con terraza,el Camp d'en Grassot i Gracia Nova,Entire home/apt,86,86
SPECIAL ROOM IN GRACIA !!!,el Camp d'en Grassot i Gracia Nova,Private room,39,90
Cozy Double Room With Balcony!,el Camp d'en Grassot i Gracia Nova,Private room,22,89
Big room close to Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,16,
Cosy double room Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,19,92
Precioso Apartamento en Gracia 1hab PIMA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,75,90
Design apartment Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,99,75
Independent Study in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,57,83
COMFORTABLE APP IN GRACIA.,el Camp d'en Grassot i Gracia Nova,Entire home/apt,65,95
Great apartment in Gracia next to Metro Joanic,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,
Gracia Lovely Apartment 228,el Camp d'en Grassot i Gracia Nova,Entire home/apt,79,76
Piso luminoso en Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,114,79
1. Great Terrace in middle town,el Camp d'en Grassot i Gracia Nova,Private room,55,88
Double street outside in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,21,90
*** NICE SUNNY DOBLE room to rent,el Camp d'en Grassot i Gracia Nova,Private room,37,75
Gracia sunny double room with nice views,el Camp d'en Grassot i Gracia Nova,Private room,50,93
Sardenya Apartamento CÕ©ntrico,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,79
Big double bed-room in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,59,100
BUDDHA  apartment  en Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,112,67
Double Room in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,50,100
Gracia - Sagrada Familia - ROOM,el Camp d'en Grassot i Gracia Nova,Private room,20,93
GaudiRoom in Flat Terrace GRACIA,el Camp d'en Grassot i Gracia Nova,Private room,35,76
SF 33 - Sagrada Familia -3brd/2bath,el Camp d'en Grassot i Gracia Nova,Entire home/apt,150,100
SF 32 - Sagrada Familia 2hab/1 baÕ±o,el Camp d'en Grassot i Gracia Nova,Entire home/apt,110,100
Double room with a king size bed,el Camp d'en Grassot i Gracia Nova,Private room,50,87
"Double Room ""Barcelona""",el Camp d'en Grassot i Gracia Nova,Private room,25,88
_É€ BCN TRAVEL by Cocoon Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,115,94
Appartment in Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,250,
VERY NICE AND BRIGHT DOUBLE ROOM CLOSE TO GRACIA,el Camp d'en Grassot i Gracia Nova,Private room,70,100
Double room in a penthouse,el Camp d'en Grassot i Gracia Nova,Private room,40,96
Nice Single Room in Barcelona,el Camp d'en Grassot i Gracia Nova,Private room,15,90
"5 Bedrooms 2 baths, Sagrada Familia",el Camp d'en Grassot i Gracia Nova,Entire home/apt,200,90
Charming Park Guell Jacuzzi loft!!!,Can Baro,Entire home/apt,100,92
Barcelona Beautiful wood floor home (PARK GUELL),Can Baro,Entire home/apt,30,
Cozy apartment with 2 bedrooms near Gracia/Guell,Can Baro,Entire home/apt,100,80
Nice double room in Park Giell,Can Baro,Private room,20,88
Habitaciin luminosa park guell,Can Baro,Private room,50,
3 bedroom flat with big terrace,Can Baro,Entire home/apt,75,100
Barcelona at your feet!,Can Baro,Entire home/apt,75,100
_________çÜ__ç _â__Üè _â_____ôÜ€. metro Alfonso X,Can Baro,Private room,20,
Your bedroom in Barcelona!,Can Baro,Private room,15,96
***** Luxury Apartment Barcelona,Can Baro,Entire home/apt,260,68
Nice double room in Park Guell,Can Baro,Private room,20,87
Lovely Room in Park Giell,Can Baro,Private room,19,87
Cozy flat close to city center,Can Baro,Entire home/apt,70,90
Modern functional close to Park Giell,Can Baro,Private room,30,98
Casa Camelies 3 bedroom luxury apt,Can Baro,Entire home/apt,137,92
"Room for 3, Park Guell",Can Baro,Private room,22,83
Sunny room in park Guell,Can Baro,Private room,15,88
Nice room with view over the city,Can Baro,Private room,50,
Bright double room (Habit. Doble),Can Baro,Private room,29,92
Habitaciin justo al lado del Park Giell,Can Baro,Private room,23,
Cozy Room,Can Baro,Private room,15,93
Dormitorio Gaudi,Can Baro,Private room,25,92
All new apartment near Park Giell - 4 persons,Can Baro,Entire home/apt,49,96
Parc Giell.,Can Baro,Entire home/apt,72,97
Nice and quiet flat - Park Guell,Can Baro,Entire home/apt,72,96
 YELLOW Apart. 30m2 * POOL & VIEWS,Can Baro,Entire home/apt,105,87
New apartment in Barcelona to rent close to Gracia,Can Baro,Entire home/apt,50,100
The cozy room is near Park Giell,Can Baro,Private room,21,65
CÕ_NTRICA Y PERFECTA PARA TURISTAS Y RESIDENTES,Can Baro,Private room,26,
APARTAMENTO MONTANER  EN BARCELONA,Can Baro,Entire home/apt,100,83
"Perfectly connected, calm room in the sky of BCN",Can Baro,Private room,16,96
Romantic and quiet apartment,Can Baro,Entire home/apt,75,91
Double bed room and terrace with great views,Can Baro,Private room,100,
2habitaciones en bonito piso con terraza y vistas,Can Baro,Shared room,20,93
Habitacion doble cerca parque guell,Can Baro,Private room,40,
Gaudi Gracia Apartment,Can Baro,Entire home/apt,59,90
The  room is near of the Park Giell,Can Baro,Private room,21,80
Habitaciin doble park Giell,Can Baro,Private room,51,97
Habitaciin individual ,Can Baro,Private room,50,
Bright apartment close to Park Guell,Can Baro,Entire home/apt,59,100
60m Gaudi-style apt * POOL & VIEWS,Can Baro,Entire home/apt,129,89
COZY ATTIC DUPLEX IN GRACIA NEAR PARK GÕÒELL,Can Baro,Private room,39,99
Park Guell apartment with terrace,Can Baro,Entire home/apt,80,71
Gaudi Gracia Room Praga,Can Baro,Private room,22,88
PRINCESS's Balcony * POOL & VIEWS,Can Baro,Entire home/apt,129,95
Apartamento cerca Parc Guell  BARO2,Can Baro,Entire home/apt,65,85
Family Apartment in Guinardo,Can Baro,Entire home/apt,70,98
Houses  Parking 5mt Parc Guell LICENSE NUMBER HUTB,Can Baro,Entire home/apt,100,93
